grupo_id;grupo_descricao;codigo;descricao;soma;valor_empenhado;valor_liquidado;valor_pago;soma_qtde;n;media;media_qtde;desviopadrao;desviopadrao_qtde;soma_grupo;soma_qtde_grupo;n_grupo;media_grupo;media_qtde_grupo;desviopadrao_grupo;desviopadrao_qtde_grupo;padronizacao;padronizacao_qtde;distribuicao_normal;relevancia;criticidade;impacto;probabilidade;risco;relevancia_ai;criticidade_denuncias;criticidade_corregedoria;criticidade_relatorio_auditoria;criticidade_alertaorgao;criticidade_integridade;relevancia_idorc;distribuicao_normal_qtde;distribuicao_normal_qtde_inversa
0506;Programa;012;ENSINO TECNICO PARA O AGRONEGOCIO;249730.66;249730.66;249730.66;249730.66;37;37;6749.4772972972972973;1.00000000000000000000;9437.606724663532;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.348;-0.190;0.36392;;;;;;;;;;;;;0.42465;
0506;Programa;021;DIREITOS DO CIDADAO;292544.05;292544.05;382981.96;343314.88;36;36;8126.2236111111111111;1.00000000000000000000;25590.04959084;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.348;-0.190;0.36392;;;;;;;;;;;;;0.42465;
0506;Programa;032;PROGRAMA ESTADUAL DE ASSISTENCIA AO PECULIO DOS SERVIDORES DO ESTADO DE MINAS GERAIS;34883528.20;34883528.20;21108459.89;8230570.69;130;130;268334.832307692308;1.00000000000000000000;1329495.7488;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.195;-0.186;0.42270;;;;;;;;;;;;;0.42622;
0506;Programa;025;GERACAO DE CONHECIMENTO E DE TECNOLOGIA AGROPECUARIA;12332027.79;12332027.79;12332027.79;12332027.79;216;216;57092.721250000000;1.00000000000000000000;216187.97205009;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.295;-0.182;0.38400;;;;;;;;;;;;;0.42779;
0506;Programa;031;AUXILIO FINANCEIRO AO SEGURADO;1117200.00;1117200.00;698789.26;698789.26;22;22;50781.818181818182;1.00000000000000000000;64955.44079975;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.344;-0.190;0.36542;;;;;;;;;;;;;0.42465;
0506;Programa;006;VALORIZACAO E CAPACITACAO DO SERVIDOR DA POLICIA CIVIL;5675190.60;5675190.60;2936512.99;1558768.29;340;340;16691.737058823529;1.00000000000000000000;156998.53037580;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.324;-0.177;0.37297;;;;;;;;;;;;;0.42975;
0506;Programa;004;INFRAESTRUTURA E LOGISTICA DA POLICIA CIVIL;85895657.42;85895657.42;62402409.63;42630115.29;738;738;116389.779701897019;1.00000000000000000000;518207.78192354;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;0.030;-0.160;0.51197;;;;;;;;;;;;;0.43644;
0506;Programa;029;MINAS MAIS RESILIENTE;3867504.20;3867504.20;2257154.28;2215520.87;376;376;10285.915425531915;1.00000000000000000000;22207.60924596;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.332;-0.175;0.36994;;;;;;;;;;;;;0.43054;
0506;Programa;008;PRESTACAO DE SERVICOS PREVIDENCIARIOS;25252026.13;25252026.13;22570985.59;23166660.23;1290;1290;19575.214054263566;1.00000000000000000000;107032.73316623;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.238;-0.137;0.40594;;;;;;;;;;;;;0.44552;
0506;Programa;021;DIREITOS E PARTICIPACAO DOS USUARIOS DOS SERVICOS PUBLICOS;463012.48;463012.48;391508.95;361562.98;70;70;6614.4640000000000000;1.00000000000000000000;17050.06054346;0;13302928128.00;758527;168;79184096.000000000000;4515.0416666666666667;226787352.2626;23588.05004894;-0.347;-0.188;0.36430;;;;;;;;;;;;;0.42544;
