grupo_id;grupo_descricao;codigo;descricao;soma;valor_empenhado;valor_liquidado;valor_pago;soma_qtde;n;media;media_qtde;desviopadrao;desviopadrao_qtde;soma_grupo;soma_qtde_grupo;n_grupo;media_grupo;media_qtde_grupo;desviopadrao_grupo;desviopadrao_qtde_grupo;padronizacao;padronizacao_qtde;distribuicao_normal;relevancia;criticidade;impacto;probabilidade;risco;relevancia_ai;criticidade_denuncias;criticidade_corregedoria;criticidade_relatorio_auditoria;criticidade_alertaorgao;criticidade_integridade;relevancia_idorc;distribuicao_normal_qtde;distribuicao_normal_qtde_inversa
0501;Orgao Executor;1940;EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;45133710.22;45133710.22;42342424.87;41099575.49;128;128;352607.111093750000;1.00000000000000000000;740052.75857105;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;-0.297;-0.292;0.38323;;;;;;0.40551;0.30063;0.38271;0.21747;0.34687;0.13535;;0.38514;
0501;Orgao Executor;1400;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;68137358.55;68137358.55;43933414.04;44547276.66;24845;24845;2742.4978285369289595;1.00000000000000000000;78161.26771170;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;-0.262;0.246;0.39666;;;;;;0.43401;0.31121;0.38271;0.36349;0.66765;0.44525;;0.59716;
0501;Orgao Executor;1480;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;79542945.67;79542945.67;72367125.99;59620678.92;9509;9509;8365.0168966242507099;1.00000000000000000000;69094.94249857;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;-0.244;-0.088;0.40362;;;;;;0.45857;0.75336;0.48000;0.97975;0.37354;0.79562;;0.46494;
0501;Orgao Executor;2200;INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS;10024861.08;10024861.08;7882869.13;6734540.26;643;643;15590.763732503888;1.00000000000000000000;82850.08567630;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;-0.351;-0.281;0.36279;;;;;;0.41233;0.31121;0.38271;0.43749;0.37093;0.44525;;0.38936;
0501;Orgao Executor;1490;SECRETARIA DE ESTADO DE GOVERNO;44414330.63;44414330.63;53303716.75;55008734.34;2641;2641;16817.239920484665;1.00000000000000000000;152314.13587542;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;-0.298;-0.237;0.38285;;;;;;0.45429;0.46021;0.41464;0.55188;0.41692;0.44525;;0.40633;
0501;Orgao Executor;2250;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS;20210882.29;20210882.29;16784923.71;13397240.84;1728;1728;11696.112436342593;1.00000000000000000000;54762.77782970;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;-0.335;-0.257;0.36881;;;;;;0.42447;0.37780;0.41464;0.21747;0.37587;0.44525;;0.39859;
0501;Orgao Executor;3050;EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS;15393335.20;15393335.20;15393335.20;15393335.20;314;314;49023.360509554140;1.00000000000000000000;183109.43706874;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;-0.343;-0.288;0.36580;;;;;;0.41286;0.36638;0.38271;0.21747;0.45039;0.96326;;0.38667;
0501;Orgao Executor;2260;FUNDACAO EZEQUIEL DIAS;358323488.78;358323488.78;76241771.92;60095652.25;6107;6107;58674.224460455215;1.00000000000000000000;2275744.3232;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;0.186;-0.162;0.57378;;;;;;0.42447;0.48424;0.41464;0.21747;0.66038;0.01945;;0.43565;
0501;Orgao Executor;1070;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;19090425.55;19090425.55;16588612.06;13581845.17;4013;4013;4757.1456640917019686;1.00000000000000000000;30738.74272420;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;-0.337;-0.208;0.36806;;;;;;0.42130;0.31121;0.38271;0.57078;0.39492;0.44525;;0.41761;
0501;Orgao Executor;1190;SECRETARIA DE ESTADO DE FAZENDA;463344245.07;463344245.07;415107580.97;447240949.22;16544;16544;28006.784639144101;1.00000000000000000000;449211.49769730;0;13302928128.00;758527;56;237552288.00000000;13545.125000000000;647827246.3777;45922.08729042;0.349;0.065;0.63646;;;;;;0.50700;0.47221;0.92496;0.91578;0.41752;0.01945;;0.52591;
