grupo_id;grupo_descricao;codigo;descricao;soma;valor_empenhado;valor_liquidado;valor_pago;soma_qtde;n;media;media_qtde;desviopadrao;desviopadrao_qtde;soma_grupo;soma_qtde_grupo;n_grupo;media_grupo;media_qtde_grupo;desviopadrao_grupo;desviopadrao_qtde_grupo;padronizacao;padronizacao_qtde;distribuicao_normal;relevancia;criticidade;impacto;probabilidade;risco;relevancia_ai;criticidade_denuncias;criticidade_corregedoria;criticidade_relatorio_auditoria;criticidade_alertaorgao;criticidade_integridade;relevancia_idorc;distribuicao_normal_qtde;distribuicao_normal_qtde_inversa
0505;Subfuncao;274;PREVIDENCIA ESPECIAL;27729411.78;27729411.78;27729411.78;27729411.78;25;25;1109176.471200000000;1.00000000000000000000;1261172.7168;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.249;-0.381;0.40168;;;;;;;;;;;;;0.35160;
0505;Subfuncao;130;ADMINISTRACAO DE CONCESSOES;317638132.23;317638132.23;277938692.87;322737709.02;445;445;713793.555573033708;1.00000000000000000000;2098513.4730;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;0.249;-0.365;0.59832;;;;;;;;;;;;;0.35756;
0505;Subfuncao;334;FOMENTO AO TRABALHO;7972508.29;7972508.29;2823806.54;2405362.96;263;263;30313.719733840304;1.00000000000000000000;312081.38524051;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.283;-0.372;0.38859;;;;;;;;;;;;;0.35495;
0505;Subfuncao;272;PREVIDENCIA DO REGIME ESTATUTARIO;60635554.33;60635554.33;44095346.69;31807076.95;1465;1465;41389.456880546075;1.00000000000000000000;414717.30537829;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.192;-0.325;0.42387;;;;;;;;;;;;;0.37259;
0505;Subfuncao;244;ASSISTENCIA COMUNITARIA;26708911.18;26708911.18;25919581.98;19858771.92;7187;7187;3716.2809489355781272;1.00000000000000000000;22396.44746170;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.251;-0.103;0.40091;;;;;;;;;;;;;0.45898;
0505;Subfuncao;123;ADMINISTRACAO FINANCEIRA;494042018.56;494042018.56;568936343.06;263550986.71;914;914;540527.372603938731;1.00000000000000000000;3642925.4963;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;0.551;-0.347;0.70918;;;;;;;;;;;;;0.36430;
0505;Subfuncao;092;REPRESENTACAO JUDICIAL E EXTRAJUDICIAL;14603692.35;14603692.35;12646250.22;8016079.85;2401;2401;6082.3375052061640983;1.00000000000000000000;43414.90909977;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.271;-0.289;0.39320;;;;;;;;;;;;;0.38629;
0505;Subfuncao;121;PLANEJAMENTO E ORCAMENTO;1365912.22;1365912.22;4083560.17;3751188.90;279;279;4895.7427240143369176;1.00000000000000000000;37187.37100987;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.294;-0.371;0.38438;;;;;;;;;;;;;0.35532;
0505;Subfuncao;125;NORMATIZACAO E FISCALIZACAO;387503936.52;387503936.52;348770964.89;296266870.03;2766;2766;140095.421735357918;1.00000000000000000000;839022.96134184;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;0.369;-0.275;0.64394;;;;;;;;;;;;;0.39166;
0505;Subfuncao;242;ASSISTENCIA AO PORTADOR DE DEFICIENCIA;25314595.28;25314595.28;22583889.71;11018031.30;1500;1500;16876.396853333333;1.00000000000000000000;55034.47336681;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.253;-0.324;0.40013;;;;;;;;;;;;;0.37297;
0505;Subfuncao;331;PROTECAO E BENEFICIOS AO TRABALHADOR;3295294.28;3295294.28;2983063.00;2491209.56;1219;1219;2703.2766858080393765;1.00000000000000000000;9809.034415180950;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.291;-0.335;0.38553;;;;;;;;;;;;;0.36881;
0505;Subfuncao;126;TECNOLOGIA DA INFORMACAO;104608719.54;104608719.54;91955034.54;72793531.29;1902;1902;54999.326782334385;1.00000000000000000000;246792.71857381;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.117;-0.308;0.45343;;;;;;;;;;;;;0.37904;
0505;Subfuncao;305;VIGILANCIA EPIDEMIOLOGICA;54949300.75;54949300.75;45823099.50;41634129.96;8041;8041;6833.6401877875886084;1.00000000000000000000;52444.95936024;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.202;-0.070;0.41996;;;;;;;;;;;;;0.47210;
0505;Subfuncao;127;ORDENAMENTO TERRITORIAL;2122856.64;2122856.64;3558261.73;1651273.11;129;129;16456.253023255814;1.00000000000000000000;70242.75095018;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.293;-0.377;0.38476;;;;;;;;;;;;;0.35309;
0505;Subfuncao;182;DEFESA CIVIL;53996140.75;53996140.75;30371149.17;33139498.72;21696;21696;2488.7601746865781711;1.00000000000000000000;47263.11117528;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.204;0.459;0.41918;;;;;;;;;;;;;0.67688;
0505;Subfuncao;181;POLICIAMENTO;352613702.70;352613702.70;286162228.39;148630321.84;73663;73663;4786.8496083515469096;1.00000000000000000000;171089.14169615;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;0.309;2.474;0.62134;;;;;;;;;;;;;0.99332;
0505;Subfuncao;301;ATENCAO BASICA;376338483.37;376338483.37;267662522.81;15084303.12;10057;10057;37420.551195187432;1.00000000000000000000;354139.24277987;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;0.349;0.008;0.63646;;;;;;;;;;;;;0.50319;
0505;Subfuncao;304;VIGILANCIA SANITARIA;5001050.92;5001050.92;3789233.41;3026768.57;2369;2369;2111.0388011819333052;1.00000000000000000000;27290.80868154;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.288;-0.290;0.38667;;;;;;;;;;;;;0.38591;
0505;Subfuncao;128;FORMACAO DE RECURSOS HUMANOS;4657442.02;4657442.02;1271122.60;15016682.18;6227;6227;747.9431540067448209;1.00000000000000000000;214440.68320323;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.289;-0.141;0.38629;;;;;;;;;;;;;0.44393;
0505;Subfuncao;061;ACAO JUDICIARIA;295030360.87;295030360.87;98201258.71;15377403.97;2878;2878;102512.286612230716;1.00000000000000000000;2153060.7051;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;0.210;-0.270;0.58317;;;;;;;;;;;;;0.39358;
0505;Subfuncao;243;ASSISTENCIA A CRIANCA E AO ADOLESCENTE;63394747.63;63394747.63;59898289.41;52705006.19;3104;3104;20423.565602448454;1.00000000000000000000;163820.06112774;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.188;-0.262;0.42544;;;;;;;;;;;;;0.39666;
0505;Subfuncao;091;DEFESA DA ORDEM JURIDICA;5133694.13;5133694.13;4692148.91;3202104.80;544;544;9436.9377389705882353;1.00000000000000000000;32045.18694753;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.288;-0.361;0.38667;;;;;;;;;;;;;0.35905;
0505;Subfuncao;122;ADMINISTRACAO GERAL;1813734465.88;1813734465.88;1720089986.49;1600857899.90;91869;91869;19742.616833534707;1.00000000000000000000;340636.93023284;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;2.816;3.180;0.99757;;;;;;;;;;;;;0.99926;
0505;Subfuncao;303;SUPORTE PROFILATICO E TERAPEUTICO;914294438.89;914294438.89;614912882.95;546590341.79;12969;12969;70498.453149047729;1.00000000000000000000;2310291.5312;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;1.273;0.121;0.89849;;;;;;;;;;;;;0.54815;
0505;Subfuncao;129;ADMINISTRACAO DE RECEITAS;50462157.69;50462157.69;54434934.54;39170113.61;13273;13273;3801.8652670835530777;1.00000000000000000000;53876.03588305;0;13302928128.00;758527;77;172765300.36363636;9851.0000000000000000;582692294.2008;25788.56174414;-0.210;0.133;0.41683;;;;;;;;;;;;;0.55290;
